title,description,price,category,image_url
Tủ sấy quần áo Bear HGJ-D12D5,,1,Thiết bị điện gia dụng,https://bizweb.dktcdn.net/100/128/766/products/tu-say-quan-ao-bear-hgj-d12d5-1.jpg?v=1733478526103
Bình Ủ Inox 316 Kaiyo 500ml kèm thìa gấp gọn,,290,Bình giữ nhiệt và hộp đựng,https://bizweb.dktcdn.net/100/128/766/products/binh-u-kaiyo-500ml-4-1.jpg?v=1728726414870
Thảm chùi chân LocknLock size XL 110 * 48cm Memory Foam MAT515,,350,Dụng cụ vệ sinh,https://bizweb.dktcdn.net/100/128/766/products/mat515-8.jpg?v=1738662846200
Bình giữ nhiệt LocknLock Sling Ring Tumbler 650ml LHC4321 (Mẫu họa tiết),,420,Bình giữ nhiệt và hộp đựng,https://bizweb.dktcdn.net/100/128/766/products/lhc4321-24.jpg?v=1726827510947
Chăn lông tuyết KAIYO 2m x 2.3m mền mịn họa tiết đặc sắc tinh tế,,390,Khác,https://bizweb.dktcdn.net/100/128/766/products/chan-long-tuyen-kaiyo.jpg?v=1726749781207
"Giá úp bát 2 tầng KAIYO thép không gỉ sơn tĩnh điện | Thiết kế đẹp, tiện ích",,320,Đồ dùng nhà bếp,https://bizweb.dktcdn.net/100/128/766/products/gia-up-bat-2-tang-kaiyo-11.jpg?v=1726723317493
"Túi giữ nhiệt Kaiyo chống thấm nước, vải dù hạn chế bám bẩm, chắc chắn",,120,Bình giữ nhiệt và hộp đựng,https://bizweb.dktcdn.net/100/128/766/products/tui-giu-nhiet-kaiyo-8.jpg?v=1726715761820
"Hộp thủy tinh The Clear LocknLock chịu nhiệt dùng được lò nướng, lò vi sóng, ngăn đông",,69,Bình giữ nhiệt và hộp đựng,https://bizweb.dktcdn.net/100/128/766/products/lng445-20.jpg?v=1726646762363
Chảo Suit STS inox 304 LocknLock chống dính ILAG siêu bền Thụy Sỹ,,599,Đồ dùng nhà bếp,https://bizweb.dktcdn.net/100/128/766/products/1-60ddd2dc-5daf-44dd-822e-811a0bee1b05.jpg?v=1726568076780
Máy xay sinh tố mini LocknLock 600ml Personal Blender EJM436,,579,Thiết bị điện gia dụng,https://bizweb.dktcdn.net/100/128/766/products/ejm436-1.jpg?v=1726400343870
Máy sấy tóc LocknLock ENA136WHT 2000W màu trắng,,495,Thiết bị điện gia dụng,https://bizweb.dktcdn.net/100/128/766/products/ena136wht-1.jpg?v=1726035986467
Máy làm sữa hạt đa năng LocknLock Bianco heating blender 1.75L Màu ngà EJM486IVY,,2,Thiết bị điện gia dụng,https://bizweb.dktcdn.net/100/128/766/products/ejm486ivy-8.jpg?v=1725853852250
Bình đựng dầu thủy tinh LocknLock CKO208 550ml nắp mở tự động,,209,Đồ dùng nhà bếp,https://bizweb.dktcdn.net/100/128/766/products/cko208-4-1.jpg?v=1725607526663
Cây Lau Kính LocknLock Extendable Squeegee ETM418 Cán 1.2m,,210,Dụng cụ vệ sinh,https://bizweb.dktcdn.net/100/128/766/products/etm418-6-bc7512ee-1dd6-4720-bf87-f9910ec0734f.jpg?v=1732501557590
Chảo đúc inox 316 chống dính hoa văn nổi 3 lớp đáy liền Tri-Ply Kaiyo (đáy từ),,480,Đồ dùng nhà bếp,https://bizweb.dktcdn.net/100/128/766/products/chao-inox-316-kaiyo-chong-dinh-noi-1.jpg?v=1725528740813
Chảo đúc inox chống dính hoa văn nổi 3 lớp đáy liền Tri-Ply Kaiyo (Chảo nông),,425,Đồ dùng nhà bếp,https://bizweb.dktcdn.net/100/128/766/products/chao-inox-kaiyo-tri-ply-6.jpg?v=1725514399367
Nạo vỏ / Nạo sợi KAIYO cực kỳ sắc,,78,Đồ dùng nhà bếp,https://bizweb.dktcdn.net/100/128/766/products/nao-vo-nao-soi-kaiyo-9.jpg?v=1725424552520
Phích Giữ Nhiệt 2 Lớp Inox 304 Kaiyo 1.6L Giữ Nóng 24h,,435,Bình giữ nhiệt và hộp đựng,https://bizweb.dktcdn.net/100/128/766/products/phich-giu-nhiet-kaiyo-1-19.jpg?v=1725360435370
Bình đun pha trà OIDIRE 1L ODI05A - Bản Tiếng Việt - Bảo hành 12 tháng chính hãng,,890,Thiết bị điện gia dụng,https://bizweb.dktcdn.net/100/128/766/products/binh-dun-pha-tra-odire-1.jpg?v=1724915929347
Phích Giữ Nhiệt 2 Lớp Inox 304 Kaiyo 2.2L Giữ Nóng 24h,,475,Bình giữ nhiệt và hộp đựng,https://bizweb.dktcdn.net/100/128/766/products/phich-giu-nhiet-kaiyo-2-40.jpg?v=1723602084697
Chảo inox 316 liền khối 5 lớp Premium Kaiyo thành cao chống dính tự thân (dòng chảo Saute),,460,Đồ dùng nhà bếp,https://bizweb.dktcdn.net/100/128/766/products/chao-thanh-cao-5-lop-kaiyo-10.jpg?v=1722942071797
Cây Lau Nhà Thông Minh Tách Nước Bẩn Kaiyo | Giặt Sạch Bông Lau - Tiết Kiệm Nước,,395,Dụng cụ vệ sinh,https://bizweb.dktcdn.net/100/128/766/products/bo-cay-lau-nha-kaiyo-4.jpg?v=1722936085437
"Nồi nấu chậm Bear 1L SB-NNC10 (đun cách thủy nấu cháo, trưng yến cực ngon)",,485,Đồ dùng nhà bếp,https://bizweb.dktcdn.net/100/128/766/products/noi-nau-cham-sb-nnc10-3.jpg?v=1739958087443
Máy làm sữa hạt Bear 0.6L SB-SH06C bản Tiếng Việt Bản hành 18 tháng chính hãng,,950,Thiết bị điện gia dụng,https://bizweb.dktcdn.net/100/128/766/products/may-lam-sua-hat-bear-0-6l-sb-sh06c-2.jpg?v=1733624799677
Nồi áp suất Bear 4L SB-AS40W bản Tiếng Việt bảo hành Chính hãng 18 tháng,,1,Đồ dùng nhà bếp,https://bizweb.dktcdn.net/100/128/766/products/noi-ap-suat-bear-sb-as40w-1.jpg?v=1722406322383
Máy làm sữa chua Bear 1L SB-SC12C - bản Quốc tế Bảo hành 18 tháng,,330,Thiết bị điện gia dụng,https://bizweb.dktcdn.net/100/128/766/products/may-lam-sua-chua-bear-sb-sc12c-2.jpg?v=1721903450100
Chảo Gang Mỏ Chim Oceno Chống Dính Men Gốm Nhám Dùng Mọi Loại Bếp,,335,Đồ dùng nhà bếp,https://bizweb.dktcdn.net/100/128/766/products/chao-gang-mo-chim-oceno-1.jpg?v=1721632465233
Chảo Gang Nướng Oceno 26cm Gang Cao Cấp Phủ Men Gốm Chống Dính,,335,Đồ dùng nhà bếp,https://bizweb.dktcdn.net/100/128/766/products/chao-gang-nuong-oceno-26cm-10.jpg?v=1721470317770
Dép đi nhà tắm chống trượt LocknLock ETM647 | ETM648 | ETM649,,125,Đồ dùng cá nhân,https://bizweb.dktcdn.net/100/128/766/products/etm648-19.jpg?v=1721467122837
Bình giữ nhiệt inox 304 2Good X8F 750ml,,275,Bình giữ nhiệt và hộp đựng,https://bizweb.dktcdn.net/100/128/766/products/binh-giu-nhiet-2good-x8f-750ml-12.jpg?v=1721402957373
Gối cao su tự nhiên của Kaiyo,,275,Khác,https://bizweb.dktcdn.net/100/128/766/products/goi-cao-su-tu-nhien-kaiyo-4.jpg?v=1721359600317
Bình giữ nhiệt inox 304 2Good X9 900ml,,290,Bình giữ nhiệt và hộp đựng,https://bizweb.dktcdn.net/100/128/766/products/binh-giu-nhiet-2good-x9-900ml-1.jpg?v=1721277631770
Phích Giữ Nhiệt 2GOOD B30 Dung Tích 2.1L,,489,Bình giữ nhiệt và hộp đựng,https://bizweb.dktcdn.net/100/128/766/products/phich-giu-nhiet-2good-b30-2-1l-3.jpg?v=1721107710633
Ấm siêu tốc 2 lớp Cool Touch Kaiyo 1.5L 2 năm bảo hành,,550,Thiết bị điện gia dụng,https愁://bizweb.dktcdn.net/100/128/766/products/am-sieu-toc-2-lop-kaiyo-1-5l-4.jpg?v=1720795878260
Vali LocknLock Travel Zone LTZ619 20 inch | LTZ620 24 inch,,1,Khác,https://bizweb.dktcdn.net/100/128/766/products/1-87b63bcc-f343-4f80-beac-093d0bef4cae.jpg?v=1720626271607
Bình Lắc Tập Gym LocknLock 800ml Bình Nước Thể Thao HAP949,,176,Bình giữ nhiệt và hộp đựng,https://bizweb.dktcdn.net/100/128/766/products/hap949-16.jpg?v=1719997840603
Máy xay sinh tố mini Blender Locknlock EJM433WHT 280ml,,429,Thiết bị điện gia dụng,https://bizweb.dktcdn.net/100/128/766/products/ejm433.jpg?v=1732501490937
Bình Nước Nhựa LocknLock Active Large Bottle 1.5L HAP941,,129,Bình giữ nhiệt và hộp đựng,https://bizweb.dktcdn.net/100/128/766/products/hap941-19.jpg?v=1719396599280
Bình Giữ Nhiệt LocknLock Shake It Bottle Pro 650ml Inox 304 LHC4276 650ml,,389,Bình giữ nhiệt và hộp đựng,https://bizweb.dktcdn.net/100/128/766/products/lhc4276-1.jpg?v=1719388527897
Bộ 3 hộp thủy tinh 280ml LocknLock đựng đồ ăn cho bé LLG542S03 280ml chia vạch,,299,Bình giữ nhiệt và hộp đựng,https://bizweb.dktcdn.net/100/128/766/products/llg542s3-1.jpg?v=1719313454797
Bình Giữ Nhiệt LocknLock Metro Studio Sunshine Pink inox 304 480ml LHC4362PIK,,319,Bình giữ nhiệt và hộp đựng,https://bizweb.dktcdn.net/100/128/766/products/lhc4362-20.jpg?v=1719041564030
Bình Giữ Nhiệt LocknLock Metro Studio Midnight Purple Inox 304 350ml LHC4361VOL,,319,Bình giữ nhiệt và hộp đựng,https://bizweb.dktcdn.net/100/128/766/products/lhc4361-2.jpg?v=1719026456090
Ly Giữ Nhiệt LocknLock Vacuum Coffee 450ml LHC4340 - Ly Cà Phê Giữ Nhiệt,,315,Bình giữ nhiệt và hộp đựng,https://bizweb.dktcdn.net/100/128/766/products/lhc4340-7.jpg?v=1718971147030
Ly giữ nhiệt lòng phủ sứ LocknLock 500ml Metro Cafe Tumbler LHC4357,,420,Bình giữ nhiệt và hộp đựng,https://bizweb.dktcdn.net/100/128/766/products/lhc4357-18.jpg?v=1718874792350
Khăn Lau Tóc Cotton 100% LocknLock Dày Dặn Thấm Hút Tốt Size 40cm x 80cm ETM002,,89,Đồ dùng cá nhân,https://bizweb.dktcdn.net/100/128/766/products/etm002-1.jpg?v=1717155757217
Máy Lọc Không Khí Lock&Lock Air Purifier ENP124WHT,,5,Thiết bị điện gia dụng,https://bizweb.dktcdn.net/100/128/766/products/enp124-15.jpg?v=1717046352953
Hộp Thủy Tinh Rose Glass Lock&Lock Chịu Nhiệt Màu Anh Đào,,59,Bình giữ nhiệt và hộp đựng,https://bizweb.dktcdn.net/100/128/766/products/llg246-llg247-llg248-llg401-llg402-llg403-llg404-2.jpg?v=1716983602893
Ly Nhựa 2 lớp LocknLock Cold Cup HAP524 600ml | HAP528 720ml,,129,Bình giữ nhiệt và hộp đựng,https://bizweb.dktcdn.net/100/128/766/products/hap524-6.jpg?v=1716913245947
Hộp Bảo Quản Thực Phẩm LocknLock Nhựa PP LTN310S3 | LTN320S3 | LTN350S3,,66,Bình giữ nhiệt và hộp đựng,https://bizweb.dktcdn.net/100/128/766/products/ltn320s3-2-copy.jpg?v=1717146263767
Máy Tăm Nước LocknLock Portable Oral Irrigator ENR116MIT,,808,Thiết bị điện gia dụng,https://bizweb.dktcdn.net/100/128/766/products/enr116mit-6.jpg?v=1715652671323
Máy Sấy Tóc LocknLock ENA166BLU 1600W,,421,Thiết bị điện gia dụng,https://bizweb.dktcdn.net/100/128/766/products/img-4164.jpg?v=1715598695977
Nồi Phủ Men Sứ Suit Mellow LocknLock 20cm CSU2202 (Đáy từ),,515,Đồ dùng nhà bếp,https://bizweb.dktcdn.net/100/128/766/products/csu2202-5.jpg?v=1715595488517
Bình Giữ Nhiệt inox 304 LocknLock Slo 2in1 600ml LHC4332,,399,Bình giữ nhiệt và hộp đựng,https://bizweb.dktcdn.net/100/128/766/products/lhc4332-40.jpg?v=1715220167803
Hộp Cơm Nhựa LocknLock TOGO 3 Ngăn 980ml HPL781,,105,Bình giữ nhiệt và hộp đựng,https://bizweb.dktcdn.net/100/128/766/products/hpl781-2-1.jpg?v=1715164727997
Nồi Lẩu    Nồi Lẩu & Nướng Bear SB-NL45K 4.5 Lít Bản Quốc Tế - Bảo Hành 18 Tháng,,1,Đồ dùng nhà bếp,https://bizweb.dktcdn.net/100/128/766/products/noi-lau-da-nang.png?v=1715046703310
Muôi Lỗ Inox 304 Nguyên Khối Cỡ Lớn KAIYO 28cm,,110,Đồ dùng nhà bếp,https://bizweb.dktcdn.net/100/128/766/products/muoi-lo-inox304-nguyen-khoi-co-lon-kaiyo-1.jpg?v=1715044528847
Nồi Lẩu / Chảo 2 Tay Inox 18/10 Liền Khối Đáy 3 lớp Tri-Ply Kaiyo Dày Dặn Chống Dính Tự Thân,,650,Đồ dùng nhà bếp,https://bizweb.dktcdn.net/100/128/766/products/noi-lau-inox-kaiyo-11.jpg?v=1714121377267
Nồi Nhôm Đúc Chống Dính Ceramic KAIYO Kèm Xửng Hấp Miệng 18cm Cao 13.5cm,,520,Đồ dùng nhà bếp,https://bizweb.dktcdn.net/100/128/766/products/noi-nhom-duc-chong-dinh-ceramic-kaiyo-kem-xung-hap-13.jpg?v=1714116640407
Rổ Quay Rửa Rau Củ Kaiyo 5.5L (Rửa Rau Rất Sạch & Vẩy Khô Tiện Lợi),,260,Đồ dùng nhà bếp,https://bizweb.dktcdn.net/100/128/766/products/ro-quay-rau-kaiyo-15.jpg?v=1714054283527
Quánh Đúc Inox 3 Lớp Đáy Liền Tri-Ply Kaiyo 16cm |18cm Đáy Từ,,550,Đồ dùng nhà bếp,https://bizweb.dktcdn.net/100/128/766/products/quanh-duc-inox-kaiyo-1.jpg?v=1714045644377
Cốc Giữ Nhiệt 2 Lớp Inox 304 Kaiyo 500ml,,250,Bình giữ nhiệt và hộp đựng,https://bizweb.dktcdn.net/100/128/766/products/coc-giu-nhiet-kaiyo-5.jpg?v=1714035622717
